SkillList
CRM - Salesforce.com
CRM - Salesforce.com
Defect Tracking
Defect Tracking
Defect Tracking
"ETL,AWS Redshift,PYTHON"
"ETL,AWS Redshift,PYTHON"
"ETL,AWS Redshift,PYTHON"
"ETL,AWS Redshift,PYTHON"
Informatica BI
Informatica BI
Informatica BI
Informatica BI
Informatica BI
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java
Java (Multi Skilled)
Java (Multi Skilled)
Java (Multi Skilled)
Java (Multi Skilled)
Java (Multi Skilled)
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
"Java,Selenium,Test Automation,C#,Cucumber, Behat"
Kafka
Kafka
Kafka
Kafka
Kafka
Kafka
Kafka
Kafka
Mainframe Development Environment
Mainframe Development Environment
Mainframe Development Environment
Mulesoft ESB
Mulesoft ESB
Mulesoft ESB
Mulesoft ESB
"Oracle Identity Management (OAM, OID, Webgate, AccessGate)"
"Oracle Identity Management (OAM, OID, Webgate, AccessGate)"
PeopleSoft Technical
PeopleSoft Technical
PeopleSoft Technical
PeopleSoft Technical
SAS
SAS Enterprise Guide
SAS Enterprise Guide
SAS Enterprise Guide
"SOA,Webservices,LISA"
"SOA,Webservices,LISA"
"SOA,Webservices,LISA"
"SOA,Webservices,LISA"
Selenium
"Selenium,Test Automation,Cucumber, Behat,Java 7"
"Selenium,Test Automation,Cucumber, Behat,Java 7"
"Selenium,Test Automation,Cucumber, Behat,Java 7"
"Selenium,Test Automation,Cucumber, Behat,Java 7"
"Selenium,Test Automation,Cucumber, Behat,Java 7"
Spring
Spring
Spring
"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java"
"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java"
"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java"
"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java"
"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java"
Temenos
Temenos
Temenos
Temenos
Temenos
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
Test Automation
"Test Automation,LISA"
Test Environment Management
Thunderhead
Thunderhead
Thunderhead
Thunderhead
Thunderhead
